User_ID,Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type,Listening Time (Morning/Afternoon/Night),Discover Weekly Engagement (%),Repeat Song Rate (%)
U3796,51,India,Spotify,EDM,111,335,Post Malone,Premium,Afternoon,80.26,53.2
U5291,54,Canada,YouTube,Country,257,416,Drake,Premium,Morning,,72.41
U5968,27,UK,YouTube,R&B,372,140,Bad Bunny,Premium,Afternoon,26.79,68.34
U1233,41,Germany,YouTube,Jazz,223,15,Drake,Premium,Night,58.68,13.88
U5566,57,Australia,Tidal,Rock,583,6,The Weeknd,Free,Morning,28.32,62.97
U2662,45,UK,Apple Music,R&B,410,46,,Free,Afternoon,35.28,5.55
U1415,46,USA,Deezer,EDM,444,18,The Weeknd,Free,Night,64.37,79.04
U5246,52,South Korea,Tidal,Jazz,157,122,Drake,Free,Morning,16.56,51.44
U3173,31,South Korea,YouTube,Hip-Hop,27,183,Adele,Premium,Afternoon,60.57,46.33
U2456,16,France,Deezer,Reggae,540,141,Bad Bunny,Free,Afternoon,51.42,40.74
U1746,21,USA,Amazon Music,Country,294,98,Taylor Swift,Premium,Morning,65.33,49.29
U1017,16,USA,Apple Music,R&B,13,423,Adele,Premium,Morning,12.46,17.93
U2200,54,France,Tidal,EDM,122,238,The Weeknd,Premium,Night,86.95,23.3
U2699,25,Japan,Tidal,R&B,448,256,Post Malone,Free,Afternoon,17.52,74.12
U4253,47,France,YouTube,Rock,320,466,Post Malone,Premium,Morning,80.3,64.8
U1596,57,South Korea,Deezer,Country,92,366,Ed Sheeran,Premium,Afternoon,16.94,47.39
U4226,37,Germany,Deezer,Rock,268,351,Post Malone,Free,Morning,38.59,47.85
U5405,28,USA,Tidal,EDM,152,95,BTS,Premium,Night,74.9,76.33
U5719,52,Japan,Amazon Music,Hip-Hop,254,308,Post Malone,Premium,Night,13.95,71.57
U2505,24,Japan,Tidal,Jazz,413,399,The Weeknd,Premium,Morning,49.95,64.58
U2412,23,Japan,Deezer,Classical,555,209,Drake,Premium,Night,40.88,66.5
U2965,32,Canada,Tidal,Jazz,57,4,Post Malone,Free,Morning,22.28,10.95
U1371,49,UK,Apple Music,Jazz,262,5,Post Malone,,Afternoon,70.13,53.96
U2340,19,USA,Spotify,EDM,354,434,Ed Sheeran,Free,Afternoon,,73.97
U1598,14,Japan,YouTube,Jazz,566,375,Dua Lipa,Premium,Afternoon,69.02,42.57
U1238,48,USA,Spotify,Reggae,163,378,Post Malone,Premium,Morning,88.9,73.29
U4400,26,USA,Spotify,Jazz,396,249,Ed Sheeran,,Morning,71.95,71.5
U3067,23,Canada,Amazon Music,Hip-Hop,522,483,Drake,Premium,Night,27.35,39.64
U1810,56,India,Spotify,EDM,355,60,Post Malone,Premium,Night,72.02,74.68
U2094,52,Brazil,Apple Music,Country,106,388,Billie Eilish,Free,Night,37.32,79.01
U5324,40,Germany,Amazon Music,Hip-Hop,85,490,The Weeknd,Free,Night,27.45,45.82
U5760,42,Canada,Apple Music,Reggae,266,288,Taylor Swift,Free,Morning,87.79,45.33
U4676,20,Canada,Tidal,Metal,98,407,The Weeknd,Free,Afternoon,59.72,39.87
U4464,17,,Amazon Music,Jazz,152,123,Adele,Free,Night,56.88,24.12
U4103,58,USA,Amazon Music,Hip-Hop,528,318,Dua Lipa,Premium,Night,,23.25
U3749,58,Canada,Tidal,Pop,566,384,Ed Sheeran,Premium,Afternoon,13.39,43.5
U3295,54,South Korea,Amazon Music,Reggae,480,145,Bad Bunny,Free,Night,76.31,53.5
U5192,52,South Korea,Tidal,Rock,461,95,Ed Sheeran,Free,Night,78.23,58.43
U4708,38,Brazil,YouTube,Pop,62,86,Post Malone,Premium,Night,43.56,29.4
U4018,60,USA,Spotify,R&B,100,413,Taylor Swift,Premium,Afternoon,65.65,36.37
U5252,16,Brazil,YouTube,EDM,412,361,BTS,Free,Afternoon,30.8,69.19
U1803,34,Australia,Tidal,Hip-Hop,396,78,Billie Eilish,Premium,Afternoon,16.11,50.67
U5190,52,Australia,Apple Music,Pop,188,176,Taylor Swift,Free,Afternoon,50.39,41.83
U4705,46,Germany,Amazon Music,Hip-Hop,380,284,Ed Sheeran,Premium,Night,68.55,76.92
U1751,25,UK,Amazon Music,Jazz,309,481,Billie Eilish,Free,Night,69.84,48.0
U5644,19,Germany,Amazon Music,R&B,285,358,Adele,Premium,Afternoon,49.01,24.81
U3531,34,USA,YouTube,Country,239,432,Billie Eilish,Premium,Night,81.83,49.24
U1621,38,,Amazon Music,Rock,594,47,Adele,Premium,Morning,22.03,28.51
U3297,14,South Korea,Apple Music,R&B,13,479,Ed Sheeran,Premium,Night,74.23,77.24
U4828,55,Brazil,Spotify,Metal,207,244,Drake,Free,Afternoon,79.41,37.33
U1566,16,Australia,Deezer,Classical,45,109,Post Malone,Premium,Afternoon,29.23,37.47
U2135,13,South Korea,Apple Music,Hip-Hop,588,412,BTS,Free,Afternoon,40.17,9.28
U2204,54,South Korea,Spotify,Classical,9999,187,Taylor Swift,Premium,Night,11.2,6.42
U2047,47,Australia,Tidal,Pop,137,496,The Weeknd,Premium,Morning,,50.54
U1051,54,Japan,Tidal,Metal,414,393,,Free,Night,30.62,6.12
U4651,18,South Korea,Deezer,Metal,577,277,Billie Eilish,Premium,Morning,43.26,35.99
U2044,23,USA,Apple Music,Rock,443,120,Drake,Premium,Night,33.84,18.92
U3181,39,South Korea,YouTube,Metal,415,333,Bad Bunny,Free,Morning,56.34,71.5
U3688,57,Australia,Amazon Music,EDM,362,134,The Weeknd,Free,Morning,80.37,13.55
U1534,58,France,YouTube,Reggae,121,476,Dua Lipa,Free,Morning,53.16,6.63
U4184,19,South Korea,Amazon Music,Rock,238,242,BTS,Free,Night,48.12,61.72
U4857,47,France,Deezer,Rock,381,65,Dua Lipa,Premium,Morning,48.02,67.71
U1443,38,France,Spotify,Metal,333,10,Drake,Free,Afternoon,84.45,22.86
U4604,36,South Korea,Apple Music,Metal,188,11,Ed Sheeran,Premium,Night,75.25,67.12
U1195,49,USA,Amazon Music,Country,352,443,Ed Sheeran,,Afternoon,,36.69
U2115,15,UK,Amazon Music,Jazz,276,53,Ed Sheeran,Free,Night,87.23,38.76
U1765,26,Australia,Deezer,Rock,493,74,Post Malone,Free,Night,42.35,6.14
U2945,60,Brazil,Apple Music,Classical,59,202,Billie Eilish,Premium,Afternoon,81.27,59.4
U4247,22,Japan,Tidal,Metal,263,202,Adele,Free,Morning,28.75,56.54
U4002,47,India,Tidal,Jazz,28,77,Dua Lipa,Free,Night,49.22,13.23
U2432,25,Canada,Amazon Music,Metal,426,68,Adele,Free,Morning,65.98,66.12
U5200,37,Japan,Amazon Music,Rock,201,372,Adele,Premium,Morning,22.41,45.86
U4095,13,France,YouTube,Country,521,348,Ed Sheeran,Premium,Morning,76.18,36.18
U3922,57,Japan,Apple Music,Country,23,80,Bad Bunny,Premium,Night,38.44,17.45
U1644,39,Germany,Deezer,Jazz,228,263,Post Malone,Free,Morning,67.84,6.91
U2049,48,France,YouTube,EDM,224,370,Drake,Free,Morning,88.63,26.57
U4745,28,Canada,Amazon Music,,161,255,Dua Lipa,Free,Afternoon,22.79,77.42
U5093,55,Germany,Spotify,Metal,56,99,Bad Bunny,Premium,Night,15.88,32.57
U5403,32,Australia,Apple Music,Metal,384,338,Bad Bunny,Free,Afternoon,20.37,51.14
U1120,45,UK,YouTube,R&B,491,411,The Weeknd,Premium,Afternoon,34.74,56.12
U3052,19,Australia,Amazon Music,Hip-Hop,276,463,BTS,Free,Night,89.47,25.73
U5258,36,France,Apple Music,Hip-Hop,322,272,Drake,Free,Afternoon,66.65,6.61
U5888,48,UK,YouTube,Classical,179,46,Dua Lipa,Premium,Afternoon,37.1,73.26
U5334,18,,YouTube,Hip-Hop,373,407,Ed Sheeran,Free,Night,45.98,78.8
U5691,46,UK,Tidal,Reggae,593,408,Ed Sheeran,Free,Morning,34.17,43.06
U1134,40,UK,Amazon Music,Metal,415,183,Billie Eilish,Premium,Morning,80.78,63.13
U3460,37,Germany,Amazon Music,Reggae,466,339,Taylor Swift,Free,Afternoon,29.1,39.14
U2954,44,Canada,Apple Music,EDM,264,112,Billie Eilish,,Morning,29.56,75.4
U3463,46,USA,Tidal,Metal,454,131,Bad Bunny,Premium,Afternoon,48.26,64.48
U1184,33,Germany,Tidal,Hip-Hop,590,496,Adele,Free,Night,63.39,41.82
U2392,19,India,Apple Music,Pop,139,468,Taylor Swift,Free,Morning,85.0,58.17
U3276,15,Germany,Tidal,Country,588,369,Dua Lipa,Premium,Afternoon,26.67,72.3
U1511,42,Australia,Spotify,R&B,579,399,Billie Eilish,Free,Morning,47.75,19.38
U5729,15,USA,Apple Music,Jazz,86,455,Ed Sheeran,Free,Night,71.51,78.48
U5054,48,South Korea,Amazon Music,Hip-Hop,302,326,BTS,Premium,Afternoon,35.87,45.5
U4137,29,Brazil,Amazon Music,R&B,355,233,BTS,Premium,Morning,89.31,65.38
U3669,48,South Korea,Spotify,Hip-Hop,333,379,BTS,Premium,Afternoon,87.63,35.01
U5773,15,South Korea,Spotify,Jazz,445,160,Adele,Premium,Morning,40.89,34.23
U5861,18,Brazil,Apple Music,Metal,79,67,The Weeknd,Free,Afternoon,20.68,27.15
U3117,44,,Spotify,Classical,429,442,Post Malone,Free,Afternoon,78.46,27.32
,42,Brazil,YouTube,Pop,35,115,Dua Lipa,Premium,Night,21.84,70.43
U4526,14,France,Spotify,R&B,221,359,Billie Eilish,Premium,Night,69.9,5.49
U4559,52,France,Deezer,Country,27,471,Dua Lipa,Premium,Afternoon,82.25,43.94
U5011,25,India,Apple Music,Classical,597,467,Bad Bunny,Free,Afternoon,15.54,26.97
U2507,27,France,Amazon Music,Hip-Hop,419,286,BTS,Free,Night,36.1,76.63
U1122,50,India,Deezer,Country,208,122,Dua Lipa,Free,Morning,71.99,22.97
U5259,59,Australia,Spotify,EDM,222,98,Adele,Free,Afternoon,66.21,29.37
U4333,26,USA,Spotify,Pop,325,7,BTS,Free,Afternoon,15.98,79.86
U2871,43,South Korea,Deezer,Metal,220,234,Billie Eilish,Premium,Night,16.23,69.73
U4692,40,South Korea,YouTube,Jazz,206,453,Billie Eilish,Premium,Morning,64.41,45.27
U1567,57,France,Amazon Music,Classical,125,234,Bad Bunny,Free,Morning,40.86,58.24
U2371,53,Germany,Apple Music,EDM,129,473,Taylor Swift,Free,Night,78.5,50.25
U4185,14,USA,Deezer,Pop,211,63,Billie Eilish,Premium,Night,89.7,17.0
U4955,46,USA,Spotify,Metal,487,37,Taylor Swift,Free,Afternoon,55.13,5.2
U2056,28,USA,YouTube,Pop,460,252,Billie Eilish,Premium,Afternoon,89.39,44.99
U1856,56,France,YouTube,Country,225,39,Dua Lipa,Premium,Night,42.52,63.3
U4838,32,Canada,Spotify,R&B,392,1,Post Malone,Premium,Morning,17.94,40.9
U3860,23,,Tidal,EDM,380,100,Adele,Free,Morning,66.24,18.2
U5769,28,,Amazon Music,Metal,45,380,Adele,Premium,Afternoon,75.54,55.07
U1776,58,India,YouTube,EDM,539,433,Dua Lipa,Premium,Morning,38.53,13.53
U1720,52,,Tidal,Rock,554,313,Adele,Free,Night,54.68,22.27
U3710,52,USA,Apple Music,Jazz,182,8,Ed Sheeran,Free,Night,24.29,75.82
U3654,45,,Amazon Music,EDM,394,150,,Premium,Morning,65.78,17.8
U5877,24,South Korea,Spotify,EDM,121,363,Billie Eilish,Free,Morning,62.22,7.2
U1602,32,Japan,Spotify,Jazz,32,219,Ed Sheeran,Free,Afternoon,77.58,50.05
U4822,19,Canada,Tidal,EDM,431,498,Bad Bunny,Premium,Morning,29.56,31.47
U2244,60,South Korea,Deezer,Rock,380,185,The Weeknd,Free,Afternoon,57.05,9.25
U5845,24,South Korea,YouTube,Metal,268,161,Bad Bunny,Free,Afternoon,12.8,69.12
U5841,33,Canada,YouTube,Hip-Hop,525,50,Post Malone,Premium,Afternoon,65.49,66.35
U1318,56,Brazil,Spotify,Classical,475,201,Bad Bunny,Free,Afternoon,45.48,19.47
U1828,44,Canada,,Rock,198,35,Drake,Free,Afternoon,20.87,15.08
U4263,34,UK,Apple Music,R&B,475,145,Dua Lipa,Free,Afternoon,81.61,30.45
U1274,49,Japan,Amazon Music,Country,233,481,Taylor Swift,Free,Afternoon,83.99,57.83
U3664,14,India,YouTube,Reggae,105,19,Drake,Free,Afternoon,63.79,40.68
U1549,18,Australia,YouTube,Reggae,431,206,Adele,Premium,Afternoon,58.32,12.44
U4641,29,USA,Deezer,Rock,108,248,Dua Lipa,Free,Morning,56.01,65.09
U5053,15,South Korea,Amazon Music,Rock,240,33,Adele,Free,Afternoon,26.46,74.01
U5892,55,South Korea,Deezer,R&B,246,442,Taylor Swift,Premium,Afternoon,39.28,49.01
U3934,52,USA,Deezer,Pop,360,380,Billie Eilish,Free,Night,29.73,5.9
U1605,25,USA,Spotify,Rock,12,200,Dua Lipa,Premium,Night,36.02,43.63
U1896,60,Brazil,Deezer,R&B,127,38,BTS,Free,Afternoon,27.56,22.05
U1527,33,UK,Deezer,R&B,324,88,Adele,Premium,XYZ,89.46,72.93
U5607,26,Germany,Deezer,EDM,243,497,Drake,Premium,Morning,41.37,9999
U3347,28,Australia,Deezer,Reggae,503,103,Post Malone,Premium,Afternoon,89.53,17.22
U4439,46,Japan,YouTube,R&B,114,28,Post Malone,Premium,Morning,41.92,36.64
U5998,58,Canada,Amazon Music,EDM,523,492,Bad Bunny,Premium,Night,43.44,24.53
U5826,21,Australia,Deezer,Country,149,264,Adele,Premium,Afternoon,41.59,53.05
U4922,29,Germany,Amazon Music,EDM,198,143,Ed Sheeran,Premium,Afternoon,49.93,49.93
U1298,21,Germany,Deezer,Rock,301,8,Billie Eilish,Free,Night,16.56,32.53
U3119,30,Japan,Spotify,Country,515,208,Dua Lipa,Premium,Morning,67.35,26.91
U3536,60,UK,Tidal,Hip-Hop,177,440,Bad Bunny,Free,Night,37.98,20.63
U5203,34,Japan,Amazon Music,Classical,359,425,Dua Lipa,Premium,Afternoon,23.22,58.84
U4254,18,France,Tidal,Jazz,270,380,The Weeknd,Free,Afternoon,75.01,20.94
U4725,37,Australia,Spotify,EDM,511,462,Ed Sheeran,Free,Night,51.36,65.55
,31,Germany,Tidal,Rock,224,480,Ed Sheeran,Premium,Afternoon,49.4,79.64
U2558,46,South Korea,YouTube,Rock,551,114,Post Malone,Premium,Morning,14.25,39.84
U4269,999,UK,Apple Music,EDM,260,63,Billie Eilish,Free,Afternoon,71.78,69.88
U5046,45,South Korea,YouTube,R&B,541,289,Adele,Premium,Night,31.53,24.59
U1756,21,Brazil,Amazon Music,Reggae,529,486,BTS,Free,Night,43.19,66.15
U2010,40,USA,Deezer,Metal,519,368,Adele,Free,Morning,20.87,62.12
U3794,54,Germany,Amazon Music,Reggae,258,28,Taylor Swift,Free,Morning,31.92,49.44
U3905,26,UK,Apple Music,Metal,515,91,BTS,Premium,Morning,36.19,33.21
U2870,47,India,Spotify,Reggae,277,184,Bad Bunny,Premium,Night,23.25,47.22
U3229,47,South Korea,Tidal,Rock,438,7,Bad Bunny,Free,Afternoon,83.03,41.1
U2173,42,USA,YouTube,Metal,21,495,,Free,Morning,75.46,42.0
U2832,34,Canada,Amazon Music,Reggae,279,413,Bad Bunny,Free,Morning,64.46,19.84
U1376,56,Brazil,Deezer,R&B,60,129,Bad Bunny,Free,Noon,19.53,49.34
U4853,23,Brazil,YouTube,Country,253,355,Dua Lipa,Free,Afternoon,50.99,43.74
U4616,21,South Korea,YouTube,EDM,69,314,BTS,Premium,Morning,19.69,28.15
U1798,60,Canada,Tidal,Metal,192,271,Bad Bunny,Free,Night,49.83,67.56
U1378,29,South Korea,Spotify,Classical,169,293,Dua Lipa,Premium,Night,37.82,23.16
U2158,57,Germany,Deezer,Reggae,316,452,Drake,Free,Morning,38.36,31.39
U4819,19,Germany,Apple Music,EDM,141,136,Dua Lipa,Premium,Afternoon,,NaN
U3792,51,USA,Spotify,Metal,378,203,Adele,Free,Afternoon,19.81,51.04
U3240,42,Brazil,Deezer,Country,108,57,BTS,Free,Afternoon,51.36,36.05
U5035,18,Brazil,Tidal,EDM,215,378,Billie Eilish,Free,Morning,77.96,65.73
U3662,36,Brazil,Amazon Music,Metal,356,400,Taylor Swift,Free,Night,27.51,73.6
U5012,37,Germany,YouTube,Metal,469,79,Dua Lipa,Premium,Afternoon,63.87,58.74
U3957,39,Germany,Apple Music,Metal,535,249,Dua Lipa,Premium,Night,65.31,76.26
U4927,22,Brazil,Apple Music,Rock,514,206,BTS,Premium,Night,62.64,49.08
U2038,38,India,Spotify,Classical,399,472,Post Malone,Free,Afternoon,28.74,55.24
U4259,54,UK,Amazon Music,Country,365,369,BTS,Premium,Afternoon,10.38,13.99
U2344,25,Japan,Tidal,EDM,400,417,Billie Eilish,Free,Morning,80.36,18.91
U3505,45,UK,Apple Music,Jazz,191,462,BTS,,Afternoon,84.09,23.73
U2721,60,France,Amazon Music,Pop,19,387,Drake,Free,Afternoon,42.53,34.95
U5663,52,France,Spotify,Rock,228,465,Bad Bunny,Free,Night,39.3,51.22
U1175,48,Canada,Spotify,Pop,438,371,Bad Bunny,Free,Afternoon,36.77,26.79
U5893,38,South Korea,YouTube,Rock,564,294,Billie Eilish,Free,Afternoon,,61.24
U2909,150,Brazil,Deezer,Hip-Hop,114,282,Ed Sheeran,Free,Morning,89.41,9.68
U1045,42,India,YouTube,Hip-Hop,404,464,Ed Sheeran,Premium,Morning,27.4,45.91
U4409,47,USA,Amazon Music,Hip-Hop,258,37,Adele,Premium,Night,24.35,13.31
U5674,16,Canada,Deezer,Rock,248,491,Drake,Premium,Morning,45.04,26.72
,20,USA,Apple Music,Metal,256,262,Drake,Free,Night,66.73,53.13
U3829,19,UK,Amazon Music,Reggae,265,70,Taylor Swift,Free,Night,80.74,14.82
U2504,36,Japan,Apple Music,Hip-Hop,390,302,Post Malone,Free,Morning,50.34,64.2
U2721,38,Australia,Deezer,R&B,425,207,Billie Eilish,Free,Night,52.41,12.95
U2436,37,Japan,Spotify,Hip-Hop,111,121,BTS,Premium,Morning,81.93,65.8
U3418,15,USA,YouTube,Metal,384,34,Billie Eilish,Premium,Night,58.21,69.38
U4986,55,Canada,Amazon Music,Metal,563,346,Ed Sheeran,Free,Afternoon,21.83,47.13
U4098,58,Brazil,Tidal,EDM,29,118,BTS,Premium,Night,61.26,29.3
U5588,49,Canada,Apple Music,Hip-Hop,551,347,Post Malone,Free,Night,72.99,43.9
U1283,55,USA,YouTube,Pop,32,155,The Weeknd,Premium,Afternoon,42.79,36.96
U5918,24,South Korea,Deezer,Classical,451,305,Post Malone,Free,Night,65.64,56.79
U1842,34,France,Amazon Music,Metal,154,365,Ed Sheeran,Premium,Morning,56.13,74.54
U2513,40,South Korea,Deezer,Rock,438,153,Billie Eilish,Free,Afternoon,33.46,71.81
U2168,50,Germany,Deezer,Classical,402,460,Taylor Swift,Premium,Afternoon,53.93,74.88
U2592,45,India,YouTube,EDM,567,23,Billie Eilish,Free,Morning,53.75,48.99
U4460,54,South Korea,YouTube,Metal,206,208,Ed Sheeran,Free,Night,29.46,62.65
U4165,39,France,Spotify,Hip-Hop,120,193,Billie Eilish,Free,Afternoon,11.79,19.57
U3284,45,,,R&B,379,368,The Weeknd,Free,Morning,59.43,39.41
U4575,37,Japan,YouTube,EDM,278,283,The Weeknd,Premium,Morning,50.44,48.36
U5870,15,Brazil,Apple Music,EDM,555,354,BTS,Free,Afternoon,62.23,62.16
U2168,27,Germany,YouTube,Rock,48,449,The Weeknd,Free,Afternoon,87.99,61.03
U1952,20,Brazil,Spotify,Reggae,212,353,Drake,,Afternoon,58.89,14.11
U5942,54,UK,Apple Music,Reggae,352,17,Billie Eilish,Free,Afternoon,29.51,34.17
U4053,41,Germany,Deezer,Jazz,194,450,Dua Lipa,Premium,Night,43.59,51.56
U5559,43,India,YouTube,R&B,122,466,Ed Sheeran,Free,Night,,43.36
U3685,29,Australia,Deezer,Hip-Hop,350,186,Post Malone,Free,Night,79.12,37.13
U2168,49,Canada,Amazon Music,Classical,0,342,The Weeknd,Free,Afternoon,56.0,17.49
U1927,55,France,Amazon Music,EDM,452,186,Taylor Swift,Premium,Afternoon,30.51,37.33
U2209,44,UK,Apple Music,R&B,477,351,Taylor Swift,Premium,Night,73.76,49.19
U4973,18,USA,Spotify,Reggae,439,233,Post Malone,Premium,Morning,16.94,48.02
U4545,36,Australia,Spotify,Metal,262,198,Taylor Swift,Free,Afternoon,23.46,25.62
U5361,56,France,Deezer,EDM,320,299,BTS,Premium,Night,63.94,8.91
U2921,56,France,Amazon Music,,410,87,BTS,Free,Night,52.43,70.7
U1351,26,UK,Apple Music,Country,300,236,Ed Sheeran,Free,Morning,87.81,70.8
U5898,55,Germany,Apple Music,Classical,44,256,The Weeknd,Premium,Morning,60.3,11.57
U4393,41,South Korea,Apple Music,Reggae,509,476,Drake,Free,Afternoon,85.64,10.74
U3721,25,France,YouTube,Pop,152,277,Dua Lipa,Free,Afternoon,72.78,40.8
U5981,56,South Korea,Deezer,Country,232,93,Drake,Free,Night,20.23,16.59
U1718,60,UK,Amazon Music,Reggae,566,380,Adele,Free,Night,44.71,38.82
U3702,47,Canada,Tidal,R&B,128,301,Billie Eilish,Premium,Afternoon,31.96,54.05
,31,Germany,YouTube,R&B,455,495,Dua Lipa,Premium,Afternoon,81.59,60.02
U5561,49,Brazil,Amazon Music,Country,449,462,Dua Lipa,Free,Morning,37.68,79.26
U1308,52,USA,Deezer,Hip-Hop,200,44,Billie Eilish,Premium,Night,14.84,52.91
U2675,26,Germany,Tidal,Metal,513,95,Bad Bunny,Free,Afternoon,48.83,62.04
U1833,26,USA,Tidal,Reggae,263,410,The Weeknd,Free,Night,16.9,57.48
U1366,44,Brazil,YouTube,Pop,39,320,Billie Eilish,,Afternoon,51.4,23.04
U5506,33,India,Amazon Music,R&B,308,15,Bad Bunny,Premium,Morning,30.13,75.47
U3078,23,France,Spotify,EDM,329,483,Dua Lipa,Premium,Afternoon,73.98,11.76
U5038,41,India,Tidal,Jazz,279,67,Post Malone,Free,Morning,59.08,14.63
U5846,42,Brazil,YouTube,Reggae,137,316,Billie Eilish,Free,Morning,,11.08
U5479,44,USA,Tidal,Pop,207,76,Taylor Swift,Free,Morning,55.75,56.6
U2746,27,,Tidal,Jazz,366,320,Bad Bunny,Premium,Afternoon,80.95,54.57
U1019,39,India,Deezer,R&B,147,461,Bad Bunny,Premium,Afternoon,48.81,37.66
U2322,38,South Korea,Amazon Music,Hip-Hop,339,499,BTS,Free,Morning,52.37,48.03
U4567,38,,Amazon Music,Classical,545,247,Drake,Premium,Morning,32.14,38.29
U3521,46,UK,Deezer,Hip-Hop,123,236,Billie Eilish,Free,?,53.68,51.14
U1218,21,Canada,Tidal,Metal,317,268,The Weeknd,Premium,Afternoon,66.49,11.87
U2487,29,France,Deezer,Rock,458,65,The Weeknd,Premium,Night,21.0,12.8
U1438,51,Canada,Apple Music,R&B,143,39,Post Malone,Premium,Morning,52.88,32.53
,26,Japan,Amazon Music,Classical,567,248,Adele,Premium,Night,31.22,39.02
U3750,60,South Korea,Apple Music,EDM,511,183,Dua Lipa,Premium,Morning,43.31,5.37
U4288,21,Brazil,Deezer,Pop,92,38,Post Malone,Free,Night,11.67,8.18
U4433,52,Brazil,Apple Music,EDM,148,221,Drake,Free,Night,78.83,52.28
U3525,59,South Korea,Deezer,Reggae,500,194,Billie Eilish,Premium,Night,45.88,46.77
U5650,50,Japan,Deezer,Hip-Hop,31,486,Post Malone,Premium,Morning,37.12,32.09
U4688,45,India,Spotify,Hip-Hop,-500,246,Drake,,Afternoon,86.35,77.89
U3763,45,Brazil,Tidal,Classical,241,321,Dua Lipa,Premium,Night,59.08,37.5
U1802,18,India,YouTube,Hip-Hop,295,341,Dua Lipa,Free,Night,86.63,47.02
U3997,28,UK,Amazon Music,Pop,275,74,Dua Lipa,Free,Morning,60.44,65.31
U3228,24,Brazil,Tidal,Reggae,72,183,The Weeknd,,Afternoon,87.83,15.77
U5785,57,South Korea,Spotify,Rock,59,92,Drake,Premium,Morning,51.49,16.74
U3077,35,South Korea,Spotify,Classical,495,66,Post Malone,Premium,Morning,41.5,40.73
U1582,31,UK,Tidal,EDM,475,218,BTS,Free,Afternoon,67.89,55.69
U1203,38,UK,Tidal,R&B,134,434,Billie Eilish,Premium,Morning,46.38,54.51
U5346,18,India,Spotify,,128,337,Ed Sheeran,Free,Morning,76.06,68.61
U4478,55,Japan,Spotify,Classical,335,64,Taylor Swift,Premium,Night,10.34,40.83
U3929,28,France,Amazon Music,Metal,15,494,Ed Sheeran,Free,Afternoon,43.26,32.5
U4085,26,Brazil,Amazon Music,Rock,398,126,Billie Eilish,Premium,Morning,53.53,34.89
U2018,18,Germany,Amazon Music,Classical,475,67,The Weeknd,Premium,Morning,84.45,72.88
U2583,49,South Korea,YouTube,Country,64,291,Taylor Swift,Premium,Night,-50.0,58.73
U2032,33,Japan,Spotify,Hip-Hop,396,205,BTS,Premium,Morning,43.5,24.76
U2718,39,Australia,Spotify,,590,108,Post Malone,Premium,Night,34.23,16.91
U2281,58,Japan,Spotify,Classical,531,327,Post Malone,Free,Night,65.33,46.49
U3498,49,Germany,Apple Music,Pop,429,376,Bad Bunny,Free,Afternoon,49.5,42.46
U4350,43,Canada,Spotify,R&B,466,176,Dua Lipa,Premium,Afternoon,25.79,23.82
U1517,16,Brazil,Amazon Music,Classical,328,444,BTS,Free,Night,17.45,33.03
,15,Japan,YouTube,EDM,242,99,Adele,Premium,Night,29.34,39.78
U5652,14,UK,YouTube,Metal,287,462,Ed Sheeran,Premium,Night,71.55,12.34
U4732,32,UK,Tidal,Reggae,270,210,Drake,Free,Morning,33.94,31.84
U1668,45,South Korea,Amazon Music,Pop,503,235,Billie Eilish,Free,Afternoon,61.38,44.54
U5059,58,Canada,YouTube,Hip-Hop,516,479,Billie Eilish,Free,Morning,47.39,14.04
U4026,36,India,YouTube,Rock,97,26,Post Malone,Premium,Afternoon,54.52,50.89
U5932,33,Australia,Tidal,Jazz,480,479,Drake,,Night,57.35,23.37
,21,UK,Tidal,R&B,30,123,Dua Lipa,Premium,Morning,82.0,24.46
U3650,41,UK,Spotify,Pop,538,108,Bad Bunny,Premium,Morning,49.17,13.63
U5453,34,France,Spotify,Reggae,454,131,Dua Lipa,Premium,Night,27.73,38.29
U4192,43,UK,Spotify,R&B,316,25,Dua Lipa,Premium,Afternoon,25.86,14.28
U3124,50,Canada,YouTube,Reggae,384,224,Bad Bunny,Premium,Afternoon,45.59,19.01
U4375,40,Japan,Amazon Music,Jazz,190,133,Ed Sheeran,Premium,Morning,47.04,64.68
U4392,57,Canada,Spotify,Hip-Hop,527,434,Adele,Premium,Afternoon,60.25,20.52
U4485,60,USA,Tidal,Hip-Hop,325,266,The Weeknd,Free,Morning,59.86,62.05
U1759,48,South Korea,YouTube,Reggae,385,320,Ed Sheeran,Premium,Morning,62.8,72.31
U4379,37,India,Tidal,Rock,108,289,Bad Bunny,Premium,Morning,32.04,53.08
U5440,19,Japan,Spotify,Hip-Hop,180,319,Dua Lipa,Free,Morning,37.44,47.01
U3526,23,Australia,Deezer,Country,322,289,Bad Bunny,,Night,53.45,16.87
U5858,36,India,Deezer,EDM,386,382,Bad Bunny,Free,Night,50.27,43.38
U1907,28,Germany,Spotify,R&B,535,93,Taylor Swift,Premium,Night,88.97,66.97
U3683,23,USA,Spotify,EDM,17,399,Billie Eilish,Premium,Morning,82.62,63.02
U1214,17,South Korea,,Jazz,250,111,Billie Eilish,Premium,Night,80.95,8.15
U4331,24,Brazil,Deezer,Country,105,144,Drake,Free,Morning,16.45,41.75
